Date,BOLL,CCI,DMA,KDJ,MTM,MACD,SAR
2003-07-07,1531.8344,-53.8380,-37.1937,47.4689,4.4300,-13.8748,1478.5190
2003-07-08,1529.3533,9.2529,-35.4136,60.5820,25.9950,-12.5457,1479.1520
2003-07-09,1527.0870,4.9234,-33.9219,62.1363,18.6100,-12.0559,1480.5281
2003-07-10,1525.4645,180.1407,-31.5314,74.5949,32.2450,-9.2522,1481.8492
2003-07-11,1524.4109,212.1264,-28.0892,78.9779,24.4180,-7.1952,1484.8697
2003-07-14,1523.7376,134.6185,-24.9067,77.6316,19.0650,-6.0952,1488.9581
2003-07-15,1523.5539,111.9137,-21.5991,77.2847,23.9550,-4.8428,1492.7195
2003-07-16,1523.1973,101.2650,-18.4542,80.0543,17.4720,-3.4831,1496.1799
2003-07-17,1522.1788,123.1588,-15.5629,86.1368,36.0440,-1.5911,1499.3635
2003-07-18,1520.0655,24.2103,-14.7959,63.8086,-24.7650,-2.6589,1503.4466
2003-07-21,1517.3393,-100.4130,-14.6362,49.7873,-32.9690,-4.3648,1540.1940
2003-07-22,1514.9847,-87.2044,-16.2531,41.9703,-22.9290,-5.4442,1539.0616
2003-07-23,1512.8683,-75.1025,-15.9542,38.9155,-23.2910,-5.9356,1537.9518
2003-07-24,1510.5442,-88.6601,-18.5651,31.7589,-36.0400,-6.9468,1536.8642
2003-07-25,1508.1941,-135.4531,-22.1494,24.2516,-61.7070,-8.9202,1535.7984
2003-07-28,1505.9219,-157.3774,-25.5504,18.6135,-36.7690,-10.9437,1533.2179
2003-07-29,1504.6116,-110.9617,-29.2003,17.9094,-18.5890,-11.8537,1529.1168
2003-07-30,1503.3509,-92.1120,-33.1075,18.5824,-18.8330,-12.2436,1525.2617
2003-07-31,1502.3765,-81.4624,-37.9817,21.0998,-25.4060,-12.6417,1521.6380
2003-08-01,1500.8993,-87.3994,-39.3213,22.9445,-16.4820,-12.7914,1518.2317
2003-08-04,1500.7959,-29.0791,-37.9704,39.6078,16.7140,-11.3752,1515.0365
2003-08-05,1501.1147,9.4560,-36.9071,51.8896,23.9190,-10.1403,1512.0330
2003-08-06,1501.1742,-3.6879,-37.1855,53.4655,8.9560,-9.7001,1509.2097
2003-08-07,1500.7007,30.7632,-36.1779,58.9137,7.7180,-9.1556,1506.5558
2003-08-08,1499.4252,-71.2108,-34.7160,45.8067,-5.4700,-9.9087,1504.4758
2003-08-11,1498.3507,-96.8492,-32.2717,41.8716,-2.5560,-10.1353,1501.5928
2003-08-12,1497.4968,-22.8377,-30.4139,43.9702,-15.0820,-9.8089,1497.7059
2003-08-13,1495.7202,-91.6374,-29.6307,32.3222,-28.4850,-10.5148,1494.2077
2003-08-14,1493.8965,-165.6247,-29.7080,24.6921,-30.3530,-11.7399,1491.0593
2003-08-15,1490.7533,-205.7008,-30.6103,18.5238,-37.1670,-13.0204,1486.3252
2003-08-18,1487.5316,-180.0187,-33.8354,13.9407,-26.1830,-14.2832,1480.8351
2003-08-19,1484.7738,-127.8816,-36.5144,13.7067,-24.7010,-14.7411,1474.6984
2003-08-20,1481.5517,-132.4452,-38.4897,14.5725,-37.6190,-15.5738,1469.5436
2003-08-21,1478.1517,-113.3825,-40.6973,15.0765,-24.7370,-16.0945,1462.9213
2003-08-22,1474.2872,-91.9940,-41.3786,13.9932,-17.0160,-16.4951,1457.4910
2003-08-25,1471.0185,-132.0869,-43.8517,10.8987,-28.0270,-17.9537,1453.0382
2003-08-26,1468.3003,-120.8763,-46.6195,11.5673,-19.8770,-18.6498,1446.2831
2003-08-27,1465.4879,-103.7937,-48.0957,14.0179,-24.3500,-18.9706,1440.5929
2003-08-28,1462.1627,-116.4111,-49.6551,10.0488,-25.9710,-19.7771,1436.0407
2003-08-29,1459.4140,-112.8524,-50.3274,17.6062,-19.1070,-19.6818,1431.8084
2003-09-01,1458.3434,3.0306,-48.6237,44.5722,10.9330,-17.1625,1406.6810
2003-09-02,1457.4249,63.2904,-47.6254,56.3370,24.3360,-15.2567,1407.5482
2003-09-03,1456.2923,59.1086,-45.9222,65.0744,22.6380,-13.4830,1409.5084
2003-09-04,1455.0528,76.0388,-43.9297,70.6153,22.0630,-11.9736,1411.3902
2003-09-05,1453.3140,-9.8011,-43.3543,63.6874,15.8400,-11.9223,1413.1967
2003-09-08,1451.3432,-59.4701,-41.7933,55.1882,3.7440,-12.2093,1414.9309
2003-09-09,1448.4858,-74.2484,-41.0145,45.7437,-29.7420,-12.7461,1414.8820
2003-09-10,1445.7499,-66.8152,-39.7029,41.5214,-23.3350,-12.7738,1415.7230
2003-09-11,1443.3540,-35.4001,-37.2666,34.9426,-23.8900,-12.5875,1416.9731
2003-09-12,1440.3460,-98.4765,-36.6850,24.1249,-38.2630,-13.4786,1429.7110
2003-09-15,1437.5102,-152.1884,-39.8337,17.9263,-33.9930,-14.9502,1429.2758
2003-09-16,1434.8829,-136.5849,-41.7562,20.6138,-19.6230,-15.2497,1427.8755
2003-09-17,1431.4421,-143.1618,-45.2892,15.4265,-30.2520,-16.6093,1425.5722
2003-09-18,1428.5443,-136.8159,-48.1543,15.3839,-32.6920,-17.4324,1422.4689
2003-09-19,1426.0625,-110.7459,-49.4210,15.9925,-32.5900,-17.8080,1418.5620
2003-09-22,1423.4178,-111.3470,-51.0499,12.6917,-27.7190,-18.6913,1415.0458
2003-09-23,1421.3057,-97.2704,-51.3346,18.6432,-7.3660,-18.4738,1410.6391
2003-09-24,1419.1718,-57.5027,-51.5242,25.6350,-11.8750,-17.7694,1405.3491
2003-09-25,1416.6574,-96.1593,-53.0298,19.7406,-13.5310,-18.4460,1400.7998
2003-09-26,1413.9556,-127.0483,-54.1353,15.8090,-19.6420,-19.2004,1396.8874
2003-09-29,1410.7422,-168.6524,-55.5448,11.8508,-36.0350,-20.8098,1392.2248
2003-09-30,1408.6263,-138.1466,-56.8126,20.8574,-14.2820,-20.8902,1385.2084
2003-10-08,1406.5675,-94.9669,-56.0170,29.9569,-18.4890,-20.3542,1377.8111
2003-10-09,1404.4065,-60.4514,-55.6626,34.3054,-25.0550,-19.9027,1379.9900
2003-10-10,1403.9570,65.6449,-52.9259,55.0532,27.7170,-16.5433,1348.2220
2003-10-13,1403.0984,129.6806,-49.6897,63.6357,28.8150,-14.0698,1349.3776
2003-10-14,1400.7275,54.8860,-48.1075,63.3429,32.8370,-12.8878,1351.8777
2003-10-15,1398.2885,43.2435,-47.2895,60.4907,15.9370,-12.2196,1354.2778
2003-10-16,1395.1213,-59.8747,-46.1433,49.3771,-6.1800,-12.9602,1356.5819
2003-10-17,1392.1658,-55.8447,-44.0417,44.6265,1.4080,-12.9878,1358.7938
2003-10-20,1389.3953,-86.7631,-40.9281,32.0861,-44.5100,-13.7456,1401.5370
2003-10-21,1387.0327,-89.1947,-38.6138,29.0079,-35.3570,-13.7996,1400.6173
2003-10-22,1386.1841,68.9324,-34.2165,45.1753,9.8380,-10.9955,1403.1010
2003-10-23,1384.7793,79.4530,-30.4543,49.8152,3.5550,-9.5793,1407.3900
2003-10-24,1383.1590,21.8776,-30.8832,51.6436,16.3250,-8.7453,1405.1027
2003-10-27,1381.6321,-45.0828,-31.8037,45.6535,-1.1190,-8.9787,1402.9069
2003-10-28,1380.5469,-57.1371,-31.4893,41.5796,9.8270,-9.0703,1401.2383
2003-10-29,1378.8308,-96.1047,-31.5636,36.7530,-2.8140,-9.6640,1398.5533
2003-10-30,1377.0928,-136.6946,-31.4254,26.6586,-53.3770,-11.3634,1394.2229
2003-10-31,1375.4704,-123.8793,-31.6153,23.9789,-38.3500,-12.2727,1388.8298
2003-11-03,1374.4198,-72.0106,-29.5390,29.4242,-17.7750,-11.5886,1382.3443
2003-11-04,1374.7315,115.1975,-25.8112,42.9806,20.0820,-8.8872,1334.7840
2003-11-05,1374.5367,83.0837,-25.9701,50.1259,15.7850,-7.0232,1336.3465
2003-11-06,1373.0967,-28.5708,-27.2704,42.8063,-4.6970,-7.7419,1337.8778
2003-11-07,1371.5165,-143.0341,-29.8594,33.0246,-9.4280,-9.9387,1412.9100
2003-11-10,1370.3340,-131.6604,-31.1544,28.6378,-8.2060,-11.1563,1411.1142
2003-11-11,1369.8832,-88.1687,-32.0934,27.0042,-20.4390,-11.7024,1407.5515
2003-11-12,1367.9844,-133.5909,-34.3115,18.3307,-71.7530,-14.0569,1404.1314
2003-11-13,1365.9815,-138.8706,-34.8923,16.0787,-65.5020,-15.5966,1398.8943
2003-11-14,1364.5152,-94.9458,-34.7988,18.1923,-25.7390,-15.7123,1391.5744
2003-11-17,1361.5958,-72.5009,-35.9598,19.8437,-7.1020,-15.8591,1384.8400
2003-11-18,1358.3998,-82.3138,-40.6591,17.1242,-23.5350,-16.7140,1378.6444
2003-11-19,1356.5035,-45.4200,-43.1035,34.1949,-4.7460,-15.4138,1372.9445
2003-11-20,1356.2500,63.7981,-39.7135,55.8374,58.7140,-11.2171,1312.5620
2003-11-21,1356.0982,84.0775,-35.6786,57.9362,41.9510,-8.9937,1313.8531
2003-11-24,1357.3838,139.0438,-28.8531,71.8752,72.9570,-3.7629,1317.0817
2003-11-25,1359.2653,181.6069,-22.1401,76.8988,80.3120,0.7297,1322.3116
2003-11-26,1361.0963,140.1320,-12.5030,81.0944,95.3470,4.5200,1330.4133
2003-11-27,1360.7538,93.9174,-4.8564,77.0441,50.2330,5.6188,1337.8668
2003-11-28,1361.1604,75.0171,1.9998,76.7825,20.7190,7.0635,1344.7240
2003-12-01,1363.1170,109.8164,11.7565,84.4889,71.1440,10.9451,1351.0326
2003-12-02,1365.6498,119.5692,23.0475,86.8152,31.3060,14.0698,1359.2115
2003-12-03,1368.5613,116.5375,32.5590,85.6486,36.6110,17.1323,1369.4539
2003-12-04,1372.0737,115.3894,38.9429,87.4002,40.9000,19.9573,1382.4206
2003-12-05,1376.1693,104.5055,46.7038,86.8114,62.0150,21.8083,1393.5719
2003-12-08,1379.5678,83.6064,48.8649,80.1001,39.4380,21.8569,1403.1621
2003-12-09,1382.6182,61.8596,51.2962,78.5560,10.6630,22.1806,1411.4096
2003-12-10,1385.6904,112.4473,55.5436,85.5884,34.1080,24.2600,1418.1394
2003-12-11,1388.9563,116.5004,61.7610,88.0646,24.9970,25.6607,1426.3912
2003-12-12,1393.3410,105.6544,67.1187,89.0480,17.9830,26.5269,1435.2087
2003-12-15,1398.5391,102.5640,68.5836,89.4194,19.2390,26.8686,1442.4390
2003-12-16,1403.3945,58.1077,69.7024,86.4398,29.6740,26.5095,1441.0630
2003-12-17,1407.6398,65.2087,68.9531,73.8043,10.6290,24.9414,1447.2395
2003-12-18,1413.0056,9.9436,67.6398,67.5258,-12.1210,23.6924,1445.0800
2003-12-19,1417.8778,-36.0860,66.3109,56.1919,-23.7380,21.5650,1480.4330
2003-12-22,1424.1052,129.5427,70.0748,70.4959,22.1710,23.3761,1429.7100
2003-12-23,1430.7412,214.9709,73.5529,77.5738,30.2830,25.1411,1430.9865
2003-12-24,1438.3282,205.0992,75.3786,84.8554,47.4880,27.2892,1434.0284
2003-12-25,1445.0100,173.1241,76.6942,85.4742,58.6020,28.5633,1438.8458
2003-12-26,1450.3281,127.1571,78.2086,86.6463,57.4740,29.4097,1445.7620
2003-12-29,1455.5153,75.6931,78.0771,81.0294,50.1420,28.2740,1452.1250
2003-12-30,1459.6570,77.7192,79.6647,82.6076,18.7280,28.2797,1457.9789
2003-12-31,1463.0658,52.6497,81.9889,78.5521,-3.5960,26.7934,1463.3645
2004-01-02,1467.1152,72.8838,85.3673,82.1377,3.3680,26.9310,1467.6172
2004-01-05,1474.0094,162.4787,93.8436,87.9033,55.7560,30.8130,1473.4799
2004-01-06,1480.8285,200.6837,97.8984,86.9748,59.7480,33.9955,1484.9201
2004-01-07,1486.7709,182.8442,102.1972,88.8127,90.7770,37.1130,1499.5029
2004-01-08,1493.4944,168.9301,106.8546,90.8263,98.4350,40.9612,1514.7819
2004-01-09,1498.7421,116.7798,109.0048,84.1343,84.4220,41.2231,1533.1049
2004-01-12,1505.1155,111.2998,113.9748,89.2727,101.3250,43.9142,1550.2367
2004-01-13,1511.3296,105.9351,120.6278,89.2266,44.3300,45.0567,1564.0082
2004-01-14,1517.3203,69.9827,124.6435,84.2107,17.9000,43.8221,1576.7037
2004-01-15,1522.8252,50.8359,129.5607,77.1402,-0.7110,41.8825,1627.4860
2004-01-16,1527.8638,52.3257,133.0112,71.7922,-9.7010,40.9969,1626.4117
2004-01-29,1533.9720,94.4306,133.1870,81.0175,47.3710,42.1023,1579.2410
2004-01-30,1538.5850,58.1434,129.7949,63.3334,-27.7890,39.4487,1580.2397
2004-02-02,1544.4897,99.9549,127.8573,64.0507,11.1970,39.5645,1582.4067
2004-02-03,1551.5261,167.2369,125.1431,75.5943,56.8590,41.2308,1586.4797
2004-02-04,1560.4170,245.6482,128.2013,83.5399,98.6660,44.9284,1590.3084
2004-02-05,1569.4988,206.6937,128.4448,88.8894,93.0030,47.9731,1597.9449
2004-02-06,1578.4568,150.7064,128.0740,85.5627,50.3560,48.6762,1607.5404
2004-02-09,1586.5555,131.9998,131.4453,89.7491,112.8000,50.6137,1619.3445
2004-02-10,1593.8774,109.0184,134.8541,86.8716,67.1290,50.5561,1629.7322
2004-02-11,1600.1825,61.4146,136.5624,81.5429,28.4770,48.8779,1641.7346
2004-02-12,1605.9993,45.7440,134.0165,74.4058,-21.3270,45.8951,1652.0567
2004-02-13,1611.5287,19.6109,135.7068,63.8957,-34.8890,42.6128,1715.4640
2004-02-16,1619.2363,59.4921,137.2333,66.0463,17.6340,42.6100,1714.2195
2004-02-17,1626.6242,93.8144,136.8452,71.1019,0.2450,42.6763,1712.9999
2004-02-18,1635.0877,110.7380,133.4790,79.3382,26.0870,43.3047,1653.2400
2004-02-19,1642.7732,127.7398,129.4419,81.3192,39.2560,43.2971,1654.5730
2004-02-20,1648.6731,113.5225,127.9169,84.7513,57.9200,43.1755,1657.5109
2004-02-23,1652.7935,29.0079,120.8026,68.7951,23.1150,39.3896,1660.3314
2004-02-24,1656.4510,-92.0296,115.1859,59.2297,-14.5300,36.0258,1650.1770
2004-02-25,1657.8838,-110.0079,108.2567,41.2713,-56.3930,30.1945,1730.2790
2004-02-26,1660.7082,-144.9583,103.2877,36.0770,-62.1980,25.8814,1728.5272
2004-02-27,1662.8831,-55.4282,100.1724,39.2417,-41.9480,23.8161,1724.5398
2004-03-01,1665.8476,-12.4155,94.5378,46.1798,-31.9920,23.0987,1720.7118
2004-03-02,1669.4959,8.0424,88.5311,49.9895,5.6240,22.0754,1717.0369
2004-03-03,1672.3928,-57.3412,79.1669,44.1611,-20.4850,18.9906,1713.5090
2004-03-04,1675.0254,-85.4694,70.3912,42.5961,21.4930,16.9207,1711.1512
2004-03-05,1676.3046,-58.2390,60.5908,43.8672,7.1980,14.5655,1707.0396
2004-03-08,1678.0898,-110.2455,52.7237,33.1076,-37.9230,10.5637,1703.1748
2004-03-09,1678.5982,-108.3611,44.5418,26.2445,-52.6610,7.3045,1697.7558
2004-03-10,1679.7056,-21.6028,43.1956,41.5448,-9.2050,7.9363,1691.4512
2004-03-11,1679.9550,107.4386,41.9629,57.3163,29.8310,9.4233,1634.7100
2004-03-12,1680.0055,135.4489,39.8949,69.2169,25.8690,10.7283,1635.9914
2004-03-15,1682.1989,216.6551,39.8293,78.5944,74.1240,14.9372,1638.5217
2004-03-16,1683.8148,200.5707,41.0214,85.0121,108.3990,18.8082,1644.5495
2004-03-17,1685.8952,159.2889,44.7000,88.3946,107.9990,21.5913,1652.8240
2004-03-18,1687.4144,101.9909,45.4889,81.7858,39.1870,21.3049,1662.6129
2004-03-19,1690.6467,95.9666,49.0376,85.8557,56.2290,23.2798,1673.7115
2004-03-22,1694.3831,106.8424,56.0118,89.3547,60.9420,25.1850,1683.4782
2004-03-23,1696.1088,75.1226,61.5784,85.8935,5.4750,25.2747,1694.2019
2004-03-24,1697.5042,62.3369,63.3193,82.2138,-5.4890,24.9260,1703.4243
2004-03-25,1698.2496,51.0287,64.4402,75.7060,-8.6210,24.0835,1711.3555
2004-03-26,1698.9047,32.5081,65.1801,66.1835,16.7870,22.9550,1718.1764
2004-03-29,1698.8248,3.5873,60.8761,50.1053,-28.1980,20.6628,1752.4180
2004-03-30,1700.4641,-38.9306,56.4665,42.5025,-31.4080,18.9985,1751.7269
2004-03-31,1702.7459,31.1022,52.9159,49.1765,-0.0720,18.8619,1750.1244
2004-04-01,1707.0061,140.5126,54.2120,64.7895,18.0930,19.8580,1711.6640
2004-04-02,1711.3810,202.7684,53.1701,74.8449,32.1680,21.2496,1712.6104
2004-04-05,1714.8970,151.0427,50.7687,79.1540,32.4360,21.9253,1714.9728
2004-04-06,1718.2722,139.7265,50.5303,85.9876,57.8420,23.0849,1718.5217
2004-04-07,1721.6289,135.5886,50.4976,86.7080,50.2750,23.4939,1723.2594
2004-04-08,1725.8007,94.2757,51.0489,85.1918,28.6560,23.2057,1729.2342
2004-04-09,1728.0497,-26.8139,47.6466,64.1225,-30.7990,19.2908,1783.0070
2004-04-12,1730.3917,-111.6909,45.9957,51.2613,-45.6590,15.6558,1781.7787
2004-04-13,1733.3913,-92.0831,43.7645,39.4409,-51.3470,12.0032,1778.6035
2004-04-14,1735.7012,-144.5828,39.0779,32.2873,-80.3600,7.5704,1775.5554
2004-04-15,1735.7398,-146.7203,31.4578,22.8092,-95.4760,2.5689,1769.7222
2004-04-16,1735.8251,-132.7600,23.6861,25.0871,-76.4180,-0.1996,1762.1373
2004-04-19,1735.0998,-111.3622,15.1792,21.8766,-51.4630,-3.8003,1751.5538
2004-04-20,1732.5307,-111.4334,4.8015,18.1715,-53.5640,-7.0936,1742.0286
2004-04-21,1728.9166,-115.6357,-6.9724,13.7414,-63.5590,-11.0166,1733.4559
2004-04-22,1725.5584,-107.9006,-18.1008,16.1586,-39.3710,-13.4693,1722.8506
2004-04-23,1722.4138,-110.6939,-26.8248,11.7305,-43.5750,-17.0151,1710.8721
2004-04-26,1718.0918,-110.8147,-34.3469,12.2460,-58.3620,-19.5994,1698.3420
2004-04-27,1712.5600,-127.4052,-42.8362,9.2204,-64.0250,-23.2866,1684.7893
2004-04-28,1707.3718,-141.5932,-49.6658,11.5309,-62.6210,-26.3135,1669.5936
2004-04-29,1701.1946,-144.0671,-56.8774,8.0612,-72.1300,-30.5673,1653.4949
2004-04-30,1695.7758,-125.8077,-64.1815,12.4636,-62.1980,-32.2642,1638.4147
2004-05-10,1689.0899,-134.3916,-73.3197,9.6843,-75.2860,-36.0476,1625.1778
2004-05-11,1683.2586,-130.0097,-81.1712,13.0049,-67.4400,-37.9754,1611.1942
2004-05-12,1678.6236,-64.8419,-85.0799,26.5540,-8.0920,-36.2043,1545.6310
2004-05-13,1673.0831,-43.6440,-89.9548,35.2134,-9.2310,-34.8986,1546.8069
2004-05-14,1665.5655,-85.1365,-94.9885,29.4565,-16.7590,-36.2605,1549.1775
2004-05-17,1656.7698,-132.6709,-101.5465,20.7075,-55.6280,-38.7275,1606.0720
2004-05-18,1648.6529,-122.9193,-104.5516,24.9536,-4.7730,-38.9838,1604.6999
2004-05-19,1640.2210,-76.1781,-107.3325,30.0173,-9.7720,-38.5134,1601.5614
2004-05-20,1631.5483,-81.6557,-107.9748,29.5409,-54.7070,-38.4420,1598.5485
2004-05-21,1623.3964,-72.0186,-109.6252,33.0934,-39.2400,-37.2085,1595.6560
2004-05-24,1616.5887,-68.4747,-108.8760,32.1290,-12.3400,-36.4548,1592.8793
2004-05-25,1608.7063,-146.1273,-111.4963,22.0509,-21.9140,-38.0258,1590.8529
2004-05-26,1601.3717,-152.9740,-116.3568,20.6366,-31.0060,-38.3134,1586.3824
2004-05-27,1595.9880,-55.1718,-117.7067,38.0001,-1.1090,-35.4902,1580.1634
2004-05-28,1590.9743,-18.6161,-116.1828,45.3520,-0.3390,-33.5485,1574.4420
2004-05-31,1585.6684,-13.0384,-110.9819,53.8417,-2.4240,-31.0717,1569.1782
2004-06-01,1581.9673,90.5343,-105.2426,69.1519,29.3100,-26.8824,1515.9730
2004-06-02,1578.0306,114.2518,-100.8039,73.1767,49.0220,-24.2983,1517.2499
2004-06-03,1573.8748,0.6260,-97.8827,64.9504,19.0910,-23.8746,1519.7827
2004-06-04,1569.4249,-52.9019,-95.3914,58.7983,-15.0920,-23.3855,1522.2142
2004-06-07,1564.8727,-148.0872,-93.9409,43.1382,-31.5770,-24.7254,1580.5700
2004-06-08,1559.4233,-189.4610,-91.4063,30.6383,-62.0920,-27.3546,1579.1361
2004-06-09,1553.8930,-200.3877,-91.6032,21.5454,-111.5870,-31.1563,1575.5158
2004-06-10,1548.5677,-169.5578,-95.1239,17.5891,-98.7230,-33.7581,1568.8345
2004-06-11,1544.4379,-112.0889,-97.5494,15.9517,-71.4550,-35.1144,1559.8334
2004-06-14,1538.4052,-147.7823,-103.6477,12.2920,-103.3500,-38.4361,1551.5524
2004-06-15,1534.6960,-105.0517,-110.0258,16.1798,-53.3680,-38.6030,1539.5286
2004-06-16,1531.1328,-63.9225,-113.8667,23.2256,-18.3980,-37.3654,1528.7071
2004-06-17,1525.0456,-81.3105,-117.4164,19.8957,-22.5700,-38.3563,1518.9678
2004-06-18,1518.4968,-113.6932,-122.0680,18.2412,-41.0430,-40.1474,1510.2024
2004-06-21,1513.5268,-104.6704,-123.7755,20.6181,-38.6050,-40.6013,1498.3019
2004-06-22,1510.0931,-67.1835,-121.5519,28.6924,11.9470,-39.1209,1487.8294
2004-06-23,1505.6810,-73.4449,-117.6097,30.3231,-23.0480,-38.3092,1478.6135
2004-06-24,1500.6605,-81.5779,-114.8182,27.1267,-47.6620,-38.2718,1470.5036
2004-06-25,1494.9702,-139.5891,-115.3894,18.7064,-44.3880,-39.9315,1463.8395
2004-06-28,1488.3107,-188.0488,-113.9888,13.9611,-42.1200,-42.0478,1454.8167
2004-06-29,1482.8622,-128.0077,-113.3686,19.8907,-24.7780,-41.3513,1442.8775
2004-06-30,1478.2898,-95.3241,-115.0342,22.8310,-51.5210,-41.0944,1430.8788
2004-07-01,1475.0833,-12.1296,-110.7173,42.2712,0.3390,-37.0819,1376.2180
2004-07-02,1470.6223,30.6120,-104.2750,55.2823,13.4360,-33.5059,1377.5957
2004-07-05,1466.6172,39.1850,-98.5368,67.6985,43.4770,-30.0511,1380.3963
2004-07-06,1462.5632,108.7247,-94.1766,72.4726,65.3200,-26.5303,1383.0850
2004-07-07,1457.1301,60.0351,-90.1461,71.2008,29.7090,-24.4351,1388.1069
2004-07-08,1452.2345,35.6063,-84.5831,70.8626,40.6210,-22.4045,1392.8275
2004-07-09,1447.8933,37.4504,-77.5321,67.2772,-10.4140,-21.2866,1397.2649
2004-07-12,1442.3187,-75.9708,-71.5684,46.3775,-44.0420,-22.8409,1451.7520
2004-07-13,1437.7924,-89.8129,-68.2432,35.3422,-45.1290,-23.6139,1450.5931
2004-07-14,1434.3286,-76.5820,-63.7230,32.9854,-46.7460,-23.6079,1448.1357
2004-07-15,1432.5391,-18.0667,-62.5173,38.1623,-16.8540,-21.9151,1443.9823
2004-07-16,1432.0693,79.0652,-58.2342,54.7334,16.3470,-17.5801,1378.9120
2004-07-19,1431.5103,108.3755,-54.8859,66.6384,26.8830,-13.8711,1380.5015
2004-07-20,1431.8643,69.4127,-52.7396,70.8954,50.7930,-11.5726,1383.9150
2004-07-21,1431.2590,53.1761,-48.6610,73.7702,48.5760,-9.6323,1387.1920
2004-07-22,1428.6444,-41.5680,-48.0929,60.1187,3.6830,-11.2410,1390.3379
2004-07-23,1427.1788,-95.1058,-47.3129,51.0016,-14.1480,-12.3766,1387.2620
2004-07-26,1425.6546,-110.6520,-45.2149,37.3594,-68.4600,-14.6989,1452.8590
2004-07-27,1423.7569,-111.4329,-43.3219,28.7683,-73.4090,-16.6334,1451.4399
2004-07-28,1421.3772,-96.2293,-41.4269,26.6642,-59.1310,-17.5859,1448.3191
2004-07-29,1420.0927,-42.2019,-40.0136,31.4763,-40.7060,-16.6544,1443.4102
2004-07-30,1418.4945,-58.7807,-43.5638,28.2168,-21.2360,-17.4203,1438.7957
2004-08-02,1417.4216,-101.5577,-48.4532,21.4028,-34.1790,-18.8576,1434.4582
2004-08-03,1416.6938,-105.8821,-53.5857,15.2628,-21.4120,-20.3240,1430.3809
2004-08-04,1416.5328,-27.5058,-55.5403,32.5281,20.3770,-18.1902,1425.0458
2004-08-05,1416.1435,-24.5057,-54.0174,35.5676,0.2290,-17.5449,1420.1376
2004-08-06,1414.1971,-37.1535,-52.5457,38.3727,-16.8700,-16.7259,1415.6220
2004-08-09,1412.4532,-20.0182,-48.5268,43.1932,9.6460,-15.4639,1411.4677
2004-08-10,1410.7677,48.5316,-43.2849,49.1022,27.5520,-13.9064,1407.6710
2004-08-11,1408.2471,-7.5409,-40.0274,44.3850,18.7060,-13.7884,1405.4825
2004-08-12,1405.5470,-159.7290,-40.4343,35.0820,-36.3090,-14.8765,1403.4691
2004-08-13,1402.8034,-123.8980,-38.7368,29.0055,-20.5890,-15.5392,1398.8301
2004-08-16,1399.8748,-146.4469,-37.3547,20.9975,-35.9500,-16.9932,1394.6550
2004-08-17,1398.4538,-122.7969,-35.2882,21.5112,-35.6480,-17.4850,1389.3971
2004-08-18,1396.8674,-82.0533,-37.7200,21.7982,-42.5530,-17.8293,1383.1553
2004-08-19,1394.4326,-140.5907,-40.0210,17.7938,-44.5140,-19.3130,1377.7874
2004-08-20,1391.3632,-128.7216,-42.2867,17.9134,-26.4580,-20.1527,1370.6980
2004-08-23,1386.3356,-137.5098,-47.0637,12.9788,-43.0370,-21.8832,1362.9708
2004-08-24,1381.9928,-100.8862,-50.2950,23.3874,-9.8850,-21.4569,1354.9725
2004-08-25,1377.8330,-77.6250,-52.1003,27.8872,-20.4160,-21.2647,1347.4892
2004-08-26,1373.4632,-84.8193,-53.2562,29.0650,-23.7940,-21.2995,1341.5025
2004-08-27,1370.1238,-108.3642,-55.9060,22.9164,-19.8360,-22.1855,1337.7300
2004-08-30,1366.7396,-123.0087,-57.1352,20.3873,-22.3310,-22.7232,1333.1040
2004-08-31,1364.9854,1.3098,-56.7766,34.6429,16.6490,-21.0782,1310.0240
2004-09-01,1362.5752,-80.0113,-58.0667,30.6108,-23.1640,-21.1925,1311.0386
2004-09-02,1360.2335,-109.9349,-57.3224,34.7322,-11.8570,-20.5248,1303.1880
2004-09-03,1357.1483,-60.2822,-57.3047,37.0102,-7.3060,-19.8325,1304.3393
2004-09-06,1354.6585,-82.7244,-56.4252,35.2567,0.8510,-19.5149,1305.4676
2004-09-07,1352.7768,-79.8623,-56.7705,35.7258,4.8870,-18.8180,1306.1737
2004-09-08,1350.5874,-137.4811,-58.0190,27.9213,-32.7290,-19.2510,1302.1130
2004-09-09,1345.9644,-233.9875,-59.8953,19.6934,-37.1550,-21.3672,1326.8730
2004-09-10,1342.0429,-214.8639,-60.1664,19.1204,-40.8460,-22.5604,1325.9705
2004-09-13,1337.0373,-198.8333,-62.3900,13.1092,-66.8000,-25.3733,1323.7692
2004-09-14,1333.3646,-85.5648,-63.5576,27.2274,-21.1080,-24.0938,1319.9089
2004-09-15,1331.6130,112.7968,-58.5178,46.0139,30.9320,-18.4398,1259.4320
2004-09-16,1331.0836,170.9500,-52.8187,62.1005,61.8680,-12.5255,1261.7241
2004-09-17,1332.8723,206.0305,-43.7411,74.5335,130.3950,-4.2788,1266.3747
2004-09-20,1336.5173,232.4917,-30.8870,82.9290,176.1400,6.1014,1275.3306
2004-09-21,1340.1347,164.6608,-19.4422,85.5792,188.2460,12.9952,1290.4076
2004-09-22,1342.4404,105.3296,-8.6885,82.7948,119.7910,15.9815,1308.1212
2004-09-23,1346.5390,102.9967,8.4940,88.0872,109.5530,21.6995,1324.0633
